"","title","code","type","last update of data","last table structure change","data start","data end","values","table_w_code"
"3729","Key variables: area, livestock (LSU), labour force and standard output (SO) by type of farming (2-digit) and agricultural size of farm (UAA)","ef_kvftaa","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Key variables: area, livestock (LSU), labour force and standard output (SO) by type of farming (2-digit) and agricultural size of farm (UAA) (ef_kvftaa)"
"3730","Key farm variables: area, livestock (LSU), labour force and standard output (SO) by agricultural size of farm (UAA) and age of manager","ef_kvage","dataset","18.01.2017","02.05.2019","2005","2013",NA,"Key farm variables: area, livestock (LSU), labour force and standard output (SO) by agricultural size of farm (UAA) and age of manager (ef_kvage)"
"3731","Key variables: area, livestock (LSU), labour force and standard output (SO) by type of farming (2-digit) and economic size of farm (SO in Euro)","ef_kvftecs","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Key variables: area, livestock (LSU), labour force and standard output (SO) by type of farming (2-digit) and economic size of farm (SO in Euro) (ef_kvftecs)"
"3732","Land use: number of farms and areas of different crops by type of farming (2-digit)","ef_oluft","dataset","16.01.2017","08.05.2019","2005","2013",NA,"Land use: number of farms and areas of different crops by type of farming (2-digit) (ef_oluft)"
"3733","Livestock: number of farms and heads of animals by type of farming (2-digit)","ef_olslsuft","dataset","16.01.2017","08.05.2019","2005","2013",NA,"Livestock: number of farms and heads of animals by type of farming (2-digit) (ef_olslsuft)"
"3734","Labour force: number of persons and farm work (AWU) by type of farming (2-digit) and economic size of farm (SO in Euro)","ef_olfftecs","dataset","16.01.2017","08.05.2019","2005","2013",NA,"Labour force: number of persons and farm work (AWU) by type of farming (2-digit) and economic size of farm (SO in Euro) (ef_olfftecs)"
"3735","Labour force: number of persons and farm work (AWU) by agricultural size of farm (UAA)","ef_olfaa","dataset","16.01.2017","08.05.2019","2005","2013",NA,"Labour force: number of persons and farm work (AWU) by agricultural size of farm (UAA) (ef_olfaa)"
"3736","Arable crops: number of farms and areas of different arable crops by agricultural size of farm (UAA) and size of arable area","ef_alarableaa","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Arable crops: number of farms and areas of different arable crops by agricultural size of farm (UAA) and size of arable area (ef_alarableaa)"
"3737","Arable crops: number of farms and areas of different arable crops by economic size of farm (SO in Euro) and size of arable area","ef_alarableecs","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Arable crops: number of farms and areas of different arable crops by economic size of farm (SO in Euro) and size of arable area (ef_alarableecs)"
"3738","Cereals: number of farms and areas by agricultural size of farm (UAA) and size of cereal area","ef_alcereal","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Cereals: number of farms and areas by agricultural size of farm (UAA) and size of cereal area (ef_alcereal)"
"3739","Common wheat: number of farms and areas by agricultural size of farm (UAA) and size of common wheat area","ef_alwheat","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Common wheat: number of farms and areas by agricultural size of farm (UAA) and size of common wheat area (ef_alwheat)"
"3740","Barley: number of farms and areas by agricultural size of farm (UAA) and size of barley area","ef_albarley","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Barley: number of farms and areas by agricultural size of farm (UAA) and size of barley area (ef_albarley)"
"3741","Grain maize: number of farms and areas by agricultural size of farm (UAA) and size of grain maize area","ef_almaize","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Grain maize: number of farms and areas by agricultural size of farm (UAA) and size of grain maize area (ef_almaize)"
"3742","Potatoes: number of farms and area by agricultural size of farm (UAA) and size of potato area","ef_alpotato","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Potatoes: number of farms and area by agricultural size of farm (UAA) and size of potato area (ef_alpotato)"
"3743","Industrial crops: number of farms and areas by agricultural size of farm (UAA) and size of industrial crop area","ef_alindcrop","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Industrial crops: number of farms and areas by agricultural size of farm (UAA) and size of industrial crop area (ef_alindcrop)"
"3744","Sugar beet: number of farms and areas by agricultural size of farm (UAA) and size of sugar beet area","ef_alsbeet","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Sugar beet: number of farms and areas by agricultural size of farm (UAA) and size of sugar beet area (ef_alsbeet)"
"3745","Vegetables, melons, strawberries: number of farms and areas by agricultural size of farm (UAA) and size of vegetable, melon and strawberry outdoor area","ef_alvege","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Vegetables, melons, strawberries: number of farms and areas by agricultural size of farm (UAA) and size of vegetable, melon and strawberry outdoor area (ef_alvege)"
"3746","Flowers and ornamental plants: number of farms and areas by agricultural size of farm (UAA)","ef_alflower","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Flowers and ornamental plants: number of farms and areas by agricultural size of farm (UAA) (ef_alflower)"
"3747","Permanent crops: number of farms and areas by agricultural size of farm (UAA) and size of permanent crop area","ef_popermaa","dataset","16.01.2017","08.05.2019","2005","2013",NA,"Permanent crops: number of farms and areas by agricultural size of farm (UAA) and size of permanent crop area (ef_popermaa)"
"3748","Permanent crops: number of farms and areas by economic size of farm (SO in Euro) and size of permanent crop area","ef_popermecs","dataset","16.01.2017","08.05.2019","2005","2013",NA,"Permanent crops: number of farms and areas by economic size of farm (SO in Euro) and size of permanent crop area (ef_popermecs)"
"3749","Fruit and berry plantations: number of farms and areas by agricultural size of farm (UAA) and size of fruit and berry plantation area","ef_pofruit","dataset","16.01.2017","08.05.2019","2005","2013",NA,"Fruit and berry plantations: number of farms and areas by agricultural size of farm (UAA) and size of fruit and berry plantation area (ef_pofruit)"
"3750","Olive plantations: number of farms and areas by agricultural size of farm (UAA) and size of olive plantation area","ef_poolive","dataset","16.01.2017","08.05.2019","2005","2013",NA,"Olive plantations: number of farms and areas by agricultural size of farm (UAA) and size of olive plantation area (ef_poolive)"
"3751","Vineyards: number of farms and areas by agricultural size of farm (UAA) and size of vineyard area","ef_povine","dataset","16.01.2017","08.05.2019","2005","2013",NA,"Vineyards: number of farms and areas by agricultural size of farm (UAA) and size of vineyard area (ef_povine)"
"3752","Crops under glass: number of farms and areas by agricultural size of farm (UAA) and size of crops under glass area","ef_poglass","dataset","16.01.2017","08.05.2019","2005","2013",NA,"Crops under glass: number of farms and areas by agricultural size of farm (UAA) and size of crops under glass area (ef_poglass)"
"3753","Permanent grassland: number of farms and areas by agricultural size of farm (UAA) and size of permanent grassland area","ef_pograss","dataset","16.01.2017","08.05.2019","2005","2013",NA,"Permanent grassland: number of farms and areas by agricultural size of farm (UAA) and size of permanent grassland area (ef_pograss)"
"3754","Other land: number of farms and areas by agricultural size of farm (UAA)","ef_powood","dataset","16.01.2017","08.05.2019","2005","2013",NA,"Other land: number of farms and areas by agricultural size of farm (UAA) (ef_powood)"
"3755","Mushrooms, energy crops, GMO: number of farms and areas by size of farm (UAA)","ef_pomengmo","dataset","16.01.2017","08.05.2019","2005","2013",NA,"Mushrooms, energy crops, GMO: number of farms and areas by size of farm (UAA) (ef_pomengmo)"
"3756","Cattle: number of farms and heads and fodder crops by agricultural size of farm (UAA) and size of cattle herd","ef_lscatl","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Cattle: number of farms and heads and fodder crops by agricultural size of farm (UAA) and size of cattle herd (ef_lscatl)"
"3757","Cattle: number of farms and heads and fodder crops by agricultural size of farm (UAA) and livestock units (LSU) of farm","ef_lscatlaalsu","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Cattle: number of farms and heads and fodder crops by agricultural size of farm (UAA) and livestock units (LSU) of farm (ef_lscatlaalsu)"
"3758","Dairy cows: number of farms and heads and fodder crops by agricultural size of farm (UAA) and size of dairy herd","ef_lscow","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Dairy cows: number of farms and heads and fodder crops by agricultural size of farm (UAA) and size of dairy herd (ef_lscow)"
"3759","Other cows: number of farms and heads and fodder crops by agricultural size of farm (UAA) and size of other cow herd","ef_lsothercow","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Other cows: number of farms and heads and fodder crops by agricultural size of farm (UAA) and size of other cow herd (ef_lsothercow)"
"3760","Fodder crops: number of farms and areas by agricultural size of farm (UAA) and size of fodder crops area","ef_lsfodderaa","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Fodder crops: number of farms and areas by agricultural size of farm (UAA) and size of fodder crops area (ef_lsfodderaa)"
"3761","Goats: number of farms and heads and fodder crops by agricultural size of farm (UAA) and size of goat herd","ef_lsgoat","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Goats: number of farms and heads and fodder crops by agricultural size of farm (UAA) and size of goat herd (ef_lsgoat)"
"3762","Sheep: number of farms and heads and fodder crops by agricultural size of farm (UAA) and size of sheep flock","ef_lssheep","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Sheep: number of farms and heads and fodder crops by agricultural size of farm (UAA) and size of sheep flock (ef_lssheep)"
"3763","Poultry: number of farms and heads by agricultural size of farm (UAA) and size of broiler flock","ef_lsbroiaa","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Poultry: number of farms and heads by agricultural size of farm (UAA) and size of broiler flock (ef_lsbroiaa)"
"3764","Poultry: number of farms and heads by economic size of farm (SO in Euro) and size of broiler flock","ef_lsbroiecs","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Poultry: number of farms and heads by economic size of farm (SO in Euro) and size of broiler flock (ef_lsbroiecs)"
"3765","Laying hens: number of farms and heads of poultry by agricultural size of farm (UAA) and size of laying hen flock","ef_lslayhenaa","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Laying hens: number of farms and heads of poultry by agricultural size of farm (UAA) and size of laying hen flock (ef_lslayhenaa)"
"3766","Laying hens: number of farms and heads by economic size of farm (SO in Euro) and size of laying hen flock","ef_lslayhenecs","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Laying hens: number of farms and heads by economic size of farm (SO in Euro) and size of laying hen flock (ef_lslayhenecs)"
"3767","Pigs: number of farms and heads by agricultural size of farm (UAA) and size of pig herd","ef_lspigaa","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Pigs: number of farms and heads by agricultural size of farm (UAA) and size of pig herd (ef_lspigaa)"
"3768","Pigs: number of farms and heads by economic size of farm (SO in Euro) and size of pig herd","ef_lspigecs","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Pigs: number of farms and heads by economic size of farm (SO in Euro) and size of pig herd (ef_lspigecs)"
"3769","Pigs-sows: number of farms and heads by agricultural size of farm (UAA) and size of breeding sow herd","ef_lssowsaa","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Pigs-sows: number of farms and heads by agricultural size of farm (UAA) and size of breeding sow herd (ef_lssowsaa)"
"3770","Pigs-sows: number of farms and heads by economic size of farm (SO in Euro) and size of breeding sow herd","ef_lssowsecs","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Pigs-sows: number of farms and heads by economic size of farm (SO in Euro) and size of breeding sow herd (ef_lssowsecs)"
"3771","Labour force categories: number of persons and farm work (AWU) by sex of worker, legal satus of holding and agricultural size of farm (UAA)","ef_lflegaa","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Labour force categories: number of persons and farm work (AWU) by sex of worker, legal satus of holding and agricultural size of farm (UAA) (ef_lflegaa)"
"3772","Labour force categories: number of persons and farm work (AWU) by legal status of holding and economic size of farm (SO in Euro)","ef_lflegecs","dataset","16.01.2017","02.05.2019","2005","2013",NA,"Labour force categories: number of persons and farm work (AWU) by legal status of holding and economic size of farm (SO in Euro) (ef_lflegecs)"
